Timestamp,Event,Event Description,Event Severity,camera_server://limelight,network_table:///CameraPublisher/limelight/description,network_table:///CameraPublisher/limelight/mode,network_table:///CameraPublisher/limelight/modes,network_table:///CameraPublisher/limelight/source,network_table:///CameraPublisher/limelight/streams,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/AnalogInput[1]/Value,network_table:///LiveWindow/Ungrouped/AnalogInput[3]/Value,network_table:///LiveWindow/Ungrouped/DifferentialDrive[1]/Left Motor Speed,network_table:///LiveWindow/Ungrouped/DifferentialDrive[1]/Right Motor Speed,network_table:///LiveWindow/Ungrouped/Scheduler/Ids,network_table:///LiveWindow/Ungrouped/Scheduler/Names,network_table:///LiveWindow/Ungrouped/Talon SRX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [10]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [12]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [14]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///LiveWindow/Ungrouped/tSpeedControllerGroup[3]/Value,network_table:///Shuffleboard/RecordValues/l,network_table:///SmartDashboard/AbsoluteUnit,network_table:///SmartDashboard/Autonomous/active,network_table:///SmartDashboard/Autonomous/default,network_table:///SmartDashboard/Autonomous/options,network_table:///SmartDashboard/Ball Count,network_table:///SmartDashboard/Close,network_table:///SmartDashboard/Direct,network_table:///SmartDashboard/Distance,network_table:///SmartDashboard/Horizontal PID Output,network_table:///SmartDashboard/InnerIntake Active,network_table:///SmartDashboard/Sensor Front,network_table:///SmartDashboard/Sensor Top,network_table:///SmartDashboard/Target Area,network_table:///SmartDashboard/Valid Target,network_table:///SmartDashboard/Virtical PID Output,network_table:///SmartDashboard/Wanted Pulses,network_table:///SmartDashboard/X Offset,network_table:///SmartDashboard/Y Offset,network_table:///SmartDashboard/limelight_Interface,network_table:///SmartDashboard/limelight_PipelineName,network_table:///SmartDashboard/limelight_Stream,network_table:///SmartDashboard/skew,network_table:///limelight/camMode,network_table:///limelight/getpipe,network_table:///limelight/ledMode,network_table:///limelight/pipeline,network_table:///limelight/snapshot,network_table:///limelight/stream,network_table:///limelight/ta,network_table:///limelight/tc,network_table:///limelight/thor,network_table:///limelight/tl,network_table:///limelight/tlong,network_table:///limelight/ts,network_table:///limelight/tshort,network_table:///limelight/tv,network_table:///limelight/tvert,network_table:///limelight/tx,network_table:///limelight/ty
2098,,,,"fileIndex=0, frameIndex=62, fps=29.98, bandwidth=102428.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,,,,"fileIndex=0, frameIndex=63, fps=29.98, bandwidth=102428.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,,,,,,,,,,,,,,,,,,0.571289004,0.808105386,-0.14127017557621002,0.13989685475826263,,,,,,,,,,,-86.45999908447266,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.2862745225429535, 0.34117648005485535, 0.27843138575553894]",,4.6161980628967285,,,,,,,
2166,,,,"fileIndex=0, frameIndex=64, fps=29.98, bandwidth=102428.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,,,,"fileIndex=0, frameIndex=65, fps=29.98, bandwidth=102428.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,,,,"fileIndex=0, frameIndex=66, fps=29.98, bandwidth=102428.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,,,,,,,,,,,,,,,,,,0.576171816,0.8044432770000001,-0.12134159356355667,0.12268441170454025,,,,,,,,,,,-86.12999725341797,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.14901961386203766, 0.16470588743686676, 0.12156862765550613]",,4.988072872161865,,,,,,,
2266,,,,"fileIndex=0, frameIndex=67, fps=29.98, bandwidth=102428.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,,,,"fileIndex=0, frameIndex=68, fps=29.98, bandwidth=102428.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,,,,"fileIndex=0, frameIndex=69, fps=29.98, bandwidth=102428.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,,,,,,,,,,,,,,,,,,0.577392519,0.8032225740000001,-0.1747489869594574,0.1747489869594574,,,,,,,,,,,-86.23999786376953,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.04313725605607033, 0.01568627543747425]",,4.6285929679870605,,,,,,,
2365,,,,"fileIndex=0, frameIndex=70, fps=29.98, bandwidth=102428.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,,,,"fileIndex=0, frameIndex=71, fps=29.98, bandwidth=102428.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,,,,"fileIndex=0, frameIndex=72, fps=29.98, bandwidth=102428.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,,,,,,,,,,,,,,,,,,0.570068301,0.8154296040000001,-0.2372814118862152,0.2386852651834488,,,,,,,,,,,-85.62999725341797,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.04313725605607033, 0.2823529541492462, 0.3333333432674408]",,4.665520191192627,,,,,,,
2467,,,,"fileIndex=0, frameIndex=73, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,,,,"fileIndex=0, frameIndex=74, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,,,,"fileIndex=0, frameIndex=75, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,,,,,,,,,,,,,,,,,,0.571289004,0.811767495,-0.24179814755916595,0.24314096570014954,,,,,,,,,,,-85.04000091552734,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.0117647061124444, 0.08235294371843338, 0.0]",,4.698905944824219,,,,,,,
2564,,,,"fileIndex=0, frameIndex=76, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,,,,"fileIndex=0, frameIndex=77, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,,,,"fileIndex=0, frameIndex=78, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,0.562744083,0.811767495,-0.3418073058128357,0.3431501090526581,,,,,,,,,,,-82.91999816894531,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.019607843831181526, 0.08627451211214066, 0.027450980618596077]",,5.615365028381348,,,,,,,
2683,,,,"fileIndex=0, frameIndex=79, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,,,,"fileIndex=0, frameIndex=80, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,,,,"fileIndex=0, frameIndex=81, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,0.571289004,0.809326089,-0.3497726321220398,0.3486129343509674,,,,,,,,,,,-78.56999969482422,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.1882352977991104, 0.5803921818733215, 0.5843137502670288]",,5.015521049499512,,,,,,,
2779,,,,"fileIndex=0, frameIndex=82, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,,,,"fileIndex=0, frameIndex=83, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,,,,"fileIndex=0, frameIndex=84, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,,,,,,,,,,,,,,,,,,0.57373041,0.8056639800000001,-0.24979400634765625,0.24860377609729767,,,,,,,,,,,-43.81999969482422,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.3686274588108063, 0.3490196168422699, 0.23137255012989044]",,4.816458225250244,,,,,,,
2878,,,,"fileIndex=0, frameIndex=85, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,,,,"fileIndex=0, frameIndex=86, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,,,,"fileIndex=0, frameIndex=87, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,0.571289004,0.808105386,-0.1498153656721115,0.14862513542175293,,,,,,,,,,,70.91000366210938,,,,,,,,,,34.986468222464325,,,,,,,,,,,,,,,,,,,,,,"[0.027450980618596077, 0.0941176488995552, 0.003921568859368563]",,4.985885143280029,,,,0.0,,,
2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9323474349535528,true,,,-9.792572021484375,-1.9727401733398438,,,,-19.746837615966797,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
2979,,,,"fileIndex=0, frameIndex=88, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,,,,"fileIndex=0, frameIndex=89, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,,,,"fileIndex=0, frameIndex=90, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,0.572509707,0.8056639800000001,-0.04980620741844177,0.04861598461866379,,,,,,,,,,,80.87999725341797,,,,,,,,false,,NaN,,,,,0.9906,false,,,0.0,0.0,,,,0.0,,,,,,,1.6691291332244873,"[0.0, 0.16862745583057404, 0.22745098173618317]",54.0,5.154061794281006,57.3135986328125,-82.47618103027344,36.81238555908203,1.0,45.0,3.8395919799804688,-2.1549530029296875
3083,,,,"fileIndex=0, frameIndex=91, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,,,,"fileIndex=0, frameIndex=92, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,,,,"fileIndex=0, frameIndex=93, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9906,false,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
3156,,,,,,,,,,,,,,,,,,0.57373041,0.8056639800000001,0.0,-0.0,,,,,,,,,,,83.19999694824219,,,,,,,,,,NaN,,,,,,,,,,,,,,0.0,,,,,,,0.0,"[0.003921568859368563, 0.2666666805744171, 0.37254902720451355]",0.0,4.803437232971191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3180,,,,"fileIndex=0, frameIndex=94, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,,,,"fileIndex=0, frameIndex=95, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,,,,"fileIndex=0, frameIndex=96, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,0.571289004,0.806884683,0.046449173241853714,-0.0477004311978817,,,,,,,,,,,83.55999755859375,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,0.0,"[0.03921568766236305, 0.24705882370471954, 0.27450981736183167]",0.0,5.093542098999023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3280,,,,"fileIndex=0, frameIndex=97, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,,,,"fileIndex=0, frameIndex=98, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,,,,"fileIndex=0, frameIndex=99, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,,,,,,,,,,,,,,,,,,0.577392519,0.8032225740000001,0.095736563205719,-0.09695730358362198,,,,,,,,,,,83.45999908447266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0.01568627543747425, 0.05098039284348488, 0.062745101749897]",,4.7683329582214355,,,,,,,
3381,,,,"fileIndex=0, frameIndex=100, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,,,,"fileIndex=0, frameIndex=101, fps=29.98, bandwidth=106294.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,,,,"fileIndex=0, frameIndex=102, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,0.577392519,0.8020018710000001,0.1741996556520462,-0.1754509061574936,,,,,,,,,,,82.72000122070312,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.003921568859368563, 0.1725490242242813, 0.2235294133424759]",,4.7602081298828125,,,,,,,
3479,,,,"fileIndex=0, frameIndex=103, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,,,,"fileIndex=0, frameIndex=104, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,,,,"fileIndex=0, frameIndex=105, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,,,,,,,,,,,,,,,,,,0.578613222,0.799560465,0.15314188599586487,-0.15314188599586487,,,,,,,,,,,80.7300033569336,,,,,,,,,,NaN,,,,,0.9906,false,,,0.0,0.0,,,,0.0,,,,,,,0.0,"[0.007843137718737125, 0.1882352977991104, 0.239215686917305]",0.0,4.918177127838135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3582,,,,"fileIndex=0, frameIndex=106, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,,,,"fileIndex=0, frameIndex=107, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,,,,,,,,,,,,,,,,,,0.57373041,0.8032225740000001,,,,,,,,,,,,,79.58000183105469,,,,,,,,,,40.01585103882626,,,,,,true,,,7.881324768066406,-2.1138839721679688,,,,-6.340191841125488,,,,,,,0.0,"[0.0117647061124444, 0.054901961237192154, 0.0]",0.0,5.8344268798828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3666,,,,"fileIndex=0, frameIndex=108, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,,,,"fileIndex=0, frameIndex=109, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,,,,"fileIndex=0, frameIndex=110, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,,,,"fileIndex=0, frameIndex=111, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,0.572509707,0.809326089,0.1506698876619339,-0.14929655194282532,,,,,,,,,,,76.76000213623047,,,,,,,,true,,40.66313151365079,,,,,0.9848615013549642,true,,,1.9956283569335938,-2.1926116943359375,,,,-6.170175075531006,,,,,,,0.5477246046066284,"[0.0235294122248888, 0.054901961237192154, 0.027450980618596077]",30.0,5.981093883514404,27.504901885986328,-85.03025817871094,23.086790084838867,1.0,24.0,-10.365333557128906,-0.42108154296875
3788,,,,"fileIndex=0, frameIndex=112, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,,,,"fileIndex=0, frameIndex=113, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,,,,"fileIndex=0, frameIndex=114, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,0.571289004,0.809326089,0.11774040758609772,-0.11774040758609772,,,,,,,,,,,73.33000183105469,,,,,,,,false,,27.94090749337291,,,,,0.041239157501169334,true,,,-1.10321044921875,-1.9605255126953125,,,,-87.61405944824219,,,,,,,1.1367114782333374,"[0.003921568859368563, 0.05882352963089943, 0.0117647061124444]",49.0,5.805937767028809,48.04164505004883,-87.61405944824219,35.55248260498047,1.0,38.0,-1.10321044921875,-1.9605255126953125
3888,,,,"fileIndex=0, frameIndex=115, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,,,,"fileIndex=0, frameIndex=116, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,,,,"fileIndex=0, frameIndex=117, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,0.570068301,0.810546792,0.14007996022701263,-0.14084291458129883,,,,,,,,,,,65.38999938964844,,,,,,,,,,NaN,,,,,0.9906,false,,,0.0,0.0,,,,0.0,,,,,,,0.0,"[0.09019608050584793, 0.21960784494876862, 0.1568627506494522]",0.0,5.569427013397217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3986,,,,"fileIndex=0, frameIndex=118, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018,,,,"fileIndex=0, frameIndex=119, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,,,,"fileIndex=0, frameIndex=120, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,0.570068301,0.809326089,0.15314188599586487,-0.15314188599586487,,,,,,,,,,,39.43000030517578,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,0.0,"[0.019607843831181526, 0.1725490242242813, 0.23137255012989044]",0.0,4.662761211395264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4088,,,,"fileIndex=0, frameIndex=121, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,,,,"fileIndex=0, frameIndex=122, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,,,,"fileIndex=0, frameIndex=123, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,0.5688475980000001,0.810546792,0.15314188599586487,-0.15314188599586487,,,,,,,,,,,-26.0,,,,,,,,,,26.969083536204103,,,,,0.8987818972065815,true,,,-15.384979248046875,-2.2497787475585938,,,,-24.86369514465332,,,,,,,0.0,"[0.2823529541492462, 0.4117647111415863, 0.29019609093666077]",25.0,4.61062479019165,49.10541915893555,0.0,19.67314910888672,0.0,44.0,0.0,0.0
4186,,,,"fileIndex=0, frameIndex=124, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4218,,,,"fileIndex=0, frameIndex=125, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,,,,"fileIndex=0, frameIndex=126, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,0.571289004,0.809326089,0.07077242434024811,-0.06952116638422012,,,,,,,,,,,-62.65999984741211,,,,,,,,,,NaN,,,,,0.9906,false,,,0.0,0.0,,,,0.0,,,,,,,,"[0.007843137718737125, 0.09019608050584793, 0.0]",0.0,4.492551803588867,0.0,,0.0,,0.0,,
4286,,,,"fileIndex=0, frameIndex=127, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,,,,"fileIndex=0, frameIndex=128, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,,,,"fileIndex=0, frameIndex=129, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,0.574951113,0.809326089,0.0,-0.0,,,,,,,,,,,-74.0,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.14509804546833038, 0.3843137323856354, 0.3490196168422699]",,4.453540802001953,,,,,,,
4385,,,,"fileIndex=0, frameIndex=130, fps=28.98, bandwidth=127798.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,,,,"fileIndex=0, frameIndex=131, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,,,,"fileIndex=0, frameIndex=132, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,0.574951113,0.808105386,,,,,,,,,,,,,-76.95999908447266,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.08627451211214066, 0.2549019753932953, 0.32549020648002625]",,4.389843940734863,,,,,,,
4493,,,,"fileIndex=0, frameIndex=133, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
