Timestamp,Event,Event Description,Event Severity,camera_server://limelight,network_table:///CameraPublisher/limelight/description,network_table:///CameraPublisher/limelight/mode,network_table:///CameraPublisher/limelight/modes,network_table:///CameraPublisher/limelight/source,network_table:///CameraPublisher/limelight/streams,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/AnalogInput[1]/Value,network_table:///LiveWindow/Ungrouped/AnalogInput[3]/Value,network_table:///LiveWindow/Ungrouped/DifferentialDrive[1]/Left Motor Speed,network_table:///LiveWindow/Ungrouped/DifferentialDrive[1]/Right Motor Speed,network_table:///LiveWindow/Ungrouped/Scheduler/Ids,network_table:///LiveWindow/Ungrouped/Scheduler/Names,network_table:///LiveWindow/Ungrouped/Talon SRX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [10]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [12]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [14]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///LiveWindow/Ungrouped/tSpeedControllerGroup[3]/Value,network_table:///Shuffleboard/RecordValues/l,network_table:///SmartDashboard/AbsoluteUnit,network_table:///SmartDashboard/Autonomous/active,network_table:///SmartDashboard/Autonomous/default,network_table:///SmartDashboard/Autonomous/options,network_table:///SmartDashboard/Ball Count,network_table:///SmartDashboard/Close,network_table:///SmartDashboard/Direct,network_table:///SmartDashboard/Distance,network_table:///SmartDashboard/Horizontal PID Output,network_table:///SmartDashboard/InnerIntake Active,network_table:///SmartDashboard/Sensor Front,network_table:///SmartDashboard/Sensor Top,network_table:///SmartDashboard/Target Area,network_table:///SmartDashboard/Valid Target,network_table:///SmartDashboard/Virtical PID Output,network_table:///SmartDashboard/Wanted Pulses,network_table:///SmartDashboard/X Offset,network_table:///SmartDashboard/Y Offset,network_table:///SmartDashboard/limelight_Interface,network_table:///SmartDashboard/limelight_PipelineName,network_table:///SmartDashboard/limelight_Stream,network_table:///SmartDashboard/skew,network_table:///limelight/camMode,network_table:///limelight/getpipe,network_table:///limelight/ledMode,network_table:///limelight/pipeline,network_table:///limelight/snapshot,network_table:///limelight/stream,network_table:///limelight/ta,network_table:///limelight/tc,network_table:///limelight/thor,network_table:///limelight/tl,network_table:///limelight/tlong,network_table:///limelight/ts,network_table:///limelight/tshort,network_table:///limelight/tv,network_table:///limelight/tvert,network_table:///limelight/tx,network_table:///limelight/ty
4518,,,,"fileIndex=0, frameIndex=134, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,,,,"fileIndex=0, frameIndex=135, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,0.572509707,0.8056639800000001,,,,,,,,,,,,,-77.88999938964844,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.11372549086809158, 0.250980406999588, 0.3019607961177826]",,4.470990180969238,,,,,,,
4586,,,,"fileIndex=0, frameIndex=136, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,,,,"fileIndex=0, frameIndex=137, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,,,,,,,,,,,,,,,,,,0.57373041,0.8056639800000001,,,,,,,,,,,,,-78.5,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.11764705926179886, 0.20392157137393951, 0.2823529541492462]",,5.355521202087402,,,,,,,
4671,,,,"fileIndex=0, frameIndex=138, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,,,,"fileIndex=0, frameIndex=139, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,,,,"fileIndex=0, frameIndex=140, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,,,,"fileIndex=0, frameIndex=141, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,0.572509707,0.8056639800000001,,,,,,,,,,,,,-79.44999694824219,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.10196078568696976, 0.2078431397676468, 0.2980392277240753]",,4.4284892082214355,,,,,,,
4795,,,,"fileIndex=0, frameIndex=142, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,,,,"fileIndex=0, frameIndex=143, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,,,,"fileIndex=0, frameIndex=144, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,0.572509707,0.806884683,,,,,,,,,,,,,-79.4000015258789,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.10196078568696976, 0.23529411852359772, 0.30980393290519714]",,4.432031154632568,,,,,,,
4893,,,,"fileIndex=0, frameIndex=145, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932,,,,"fileIndex=0, frameIndex=146, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955,,,,"fileIndex=0, frameIndex=147, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,0.57373041,0.808105386,,,,,,,,,,,,,-78.8499984741211,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.062745101749897, 0.24705882370471954, 0.32156863808631897]",,4.569270133972168,,,,,,,
4993,,,,"fileIndex=0, frameIndex=148, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,,,,"fileIndex=0, frameIndex=149, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,,,,"fileIndex=0, frameIndex=150, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,0.572509707,0.806884683,,,,,,,,,,,,,-78.58999633789062,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.05098039284348488, 0.24705882370471954, 0.32156863808631897]",,4.5434889793396,,,,,,,
5093,,,,"fileIndex=0, frameIndex=151, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,,,,"fileIndex=0, frameIndex=152, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,,,,"fileIndex=0, frameIndex=153, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,0.57373041,0.806884683,,,,,,,,,,,,,-78.68000030517578,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.07058823853731155, 0.250980406999588, 0.2980392277240753]",,4.5638017654418945,,,,,,,
5193,,,,"fileIndex=0, frameIndex=154, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,,,,"fileIndex=0, frameIndex=155, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,,,,"fileIndex=0, frameIndex=156, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,0.570068301,0.808105386,,,,,,,,,,,,,-78.58000183105469,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.12156862765550613, 0.21960784494876862, 0.30588236451148987]",,5.288854122161865,,,,,,,
5292,,,,"fileIndex=0, frameIndex=157, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5325,,,,"fileIndex=0, frameIndex=158, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5356,,,,"fileIndex=0, frameIndex=159, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,0.57373041,0.806884683,,,,,,,,,,,,,-78.43000030517578,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.09803921729326248, 0.250980406999588, 0.32549020648002625]",,4.4644269943237305,,,,,,,
5392,,,,"fileIndex=0, frameIndex=160, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5426,,,,"fileIndex=0, frameIndex=161, fps=28.98, bandwidth=129612.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5456,,,,"fileIndex=0, frameIndex=162, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,0.57373041,0.806884683,,,,,,,,,,,,,-78.44000244140625,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.0117647061124444, 0.27843138575553894, 0.35686275362968445]",,4.55401086807251,,,,,,,
5492,,,,"fileIndex=0, frameIndex=163, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5525,,,,"fileIndex=0, frameIndex=164, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,,,,"fileIndex=0, frameIndex=165, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,0.571289004,0.808105386,,,,,,,,,,,,,-78.33000183105469,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.0117647061124444, 0.2666666805744171, 0.3019607961177826]",,4.363124847412109,,,,,,,
5596,,,,"fileIndex=0, frameIndex=166, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,,,,"fileIndex=0, frameIndex=167, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5656,,,,,,,,,,,,,,,,,,0.571289004,0.806884683,,,,,,,,,,,,,-78.30999755859375,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.05098039284348488, 0.23529411852359772, 0.2980392277240753]",,5.233697891235352,,,,,,,
5677,,,,"fileIndex=0, frameIndex=168, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5713,,,,"fileIndex=0, frameIndex=169, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5740,,,,"fileIndex=0, frameIndex=170, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5757,,,,,,,,,,,,,,,,,,0.574951113,0.808105386,,,,,,,,,,,,,-78.25,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.09803921729326248, 0.23137255012989044, 0.32549020648002625]",,4.876615047454834,,,,,,,
5772,,,,"fileIndex=0, frameIndex=171, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,,,,"fileIndex=0, frameIndex=172, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5838,,,,"fileIndex=0, frameIndex=173, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5857,,,,,,,,,,,,,,,,,,0.57373041,0.8056639800000001,,,,,,,,,,,,,-78.20999908447266,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.08235294371843338, 0.239215686917305, 0.32156863808631897]",,4.962760925292969,,,,,,,
5873,,,,"fileIndex=0, frameIndex=174, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,,,,"fileIndex=0, frameIndex=175, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5938,,,,"fileIndex=0, frameIndex=176, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5957,,,,,,,,,,,,,,,,,,0.574951113,0.808105386,,,,,,,,,,,,,-78.13999938964844,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.062745101749897, 0.250980406999588, 0.3019607961177826]",,4.983333110809326,,,,,,,
5971,,,,"fileIndex=0, frameIndex=177, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6004,,,,"fileIndex=0, frameIndex=178, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6038,,,,"fileIndex=0, frameIndex=179, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6057,,,,,,,,,,,,,,,,,,0.571289004,0.806884683,,,,,,,,,,,,,-78.0999984741211,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.0313725508749485, 0.24313725531101227, 0.30588236451148987]",,4.358541011810303,,,,,,,
6072,,,,"fileIndex=0, frameIndex=180, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,,,,"fileIndex=0, frameIndex=181, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6138,,,,"fileIndex=0, frameIndex=182, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6158,,,,,,,,,,,,,,,,,,0.572509707,0.806884683,,,,,,,,,,,,,-78.05000305175781,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.05098039284348488, 0.26274511218070984, 0.30980393290519714]",,4.9619269371032715,,,,,,,
6171,,,,"fileIndex=0, frameIndex=183, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6204,,,,"fileIndex=0, frameIndex=184, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,,,,"fileIndex=0, frameIndex=185, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6257,,,,,,,,,,,,,,,,,,0.572509707,0.8044432770000001,,,,,,,,,,,,,-78.0199966430664,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.019607843831181526, 0.27450981736183167, 0.2980392277240753]",,5.022759914398193,,,,,,,
6272,,,,"fileIndex=0, frameIndex=186, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303,,,,"fileIndex=0, frameIndex=187, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344,,,,"fileIndex=0, frameIndex=188, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6359,,,,,,,,,,,,,,,,,,0.572509707,0.8056639800000001,,,,,,,,,,,,,-77.95999908447266,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.003921568859368563, 0.2666666805744171, 0.3529411852359772]",,4.950885772705078,,,,,,,
6372,,,,"fileIndex=0, frameIndex=189, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6406,,,,"fileIndex=0, frameIndex=190, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,,,,"fileIndex=0, frameIndex=191, fps=30.98, bandwidth=113340.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6461,,,,,,,,,,,,,,,,,,0.572509707,0.8056639800000001,,,,,,,,,,,,,-77.94000244140625,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.01568627543747425, 0.27843138575553894, 0.29019609093666077]",,4.9295830726623535,,,,,,,
6470,,,,"fileIndex=0, frameIndex=192, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6507,,,,"fileIndex=0, frameIndex=193, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6539,,,,"fileIndex=0, frameIndex=194, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6558,,,,,,,,,,,,,,,,,,0.57373041,0.808105386,,,,,,,,,,,,,-77.88999938964844,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.0117647061124444, 0.25882354378700256, 0.3294117748737335]",,5.03895902633667,,,,,,,
6572,,,,"fileIndex=0, frameIndex=195, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604,,,,"fileIndex=0, frameIndex=196, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,,,,"fileIndex=0, frameIndex=197, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6659,,,,,,,,,,,,,,,,,,0.572509707,0.8044432770000001,,,,,,,,,,,,,-77.8499984741211,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.09019608050584793, 0.23529411852359772, 0.3176470696926117]",,4.590676784515381,,,,,,,
6691,,,,"fileIndex=0, frameIndex=198, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6720,,,,"fileIndex=0, frameIndex=199, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6749,,,,"fileIndex=0, frameIndex=200, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6758,,,,,,,,,,,,,,,,,,0.572509707,0.8056639800000001,,,,,,,,,,,,,-77.83000183105469,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.03529411926865578, 0.250980406999588, 0.30588236451148987]",,4.50489616394043,,,,,,,
6779,,,,"fileIndex=0, frameIndex=201, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6813,,,,"fileIndex=0, frameIndex=202, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6846,,,,"fileIndex=0, frameIndex=203, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6859,,,,,,,,,,,,,,,,,,0.572509707,0.808105386,,,,,,,,,,,,,-77.80000305175781,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.07450980693101883, 0.22745098173618317, 0.3333333432674408]",,4.331978797912598,,,,,,,
6880,,,,"fileIndex=0, frameIndex=204, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6915,,,,"fileIndex=0, frameIndex=205, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6945,,,,"fileIndex=0, frameIndex=206, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6959,,,,,,,,,,,,,,,,,,0.57373041,0.8056639800000001,,,,,,,,,,,,,-77.79000091552734,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.10196078568696976, 0.23137255012989044, 0.32156863808631897]",,4.436355113983154,,,,,,,
6977,,,,"fileIndex=0, frameIndex=207, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,,,,"fileIndex=0, frameIndex=208, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7046,,,,"fileIndex=0, frameIndex=209, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7059,,,,,,,,,,,,,,,,,,0.57373041,0.806884683,,,,,,,,,,,,,-77.76000213623047,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.10588235408067703, 0.2549019753932953, 0.30980393290519714]",,4.434479236602783,,,,,,,
7082,,,,"fileIndex=0, frameIndex=210, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121,,,,"fileIndex=0, frameIndex=211, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7144,,,,"fileIndex=0, frameIndex=212, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7158,,,,,,,,,,,,,,,,,,0.576171816,0.809326089,,,,,,,,,,,,,-77.73999786376953,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,"[0.019607843831181526, 0.250980406999588, 0.3294117748737335]",,4.519218921661377,,,,,,,
7178,,,,"fileIndex=0, frameIndex=213, fps=29.98, bandwidth=109368.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
